SL,TP,MAX,EARLY,STOP,MAX_POS,TotalPnL,Winrate,MaxDD,Trades,Score
1200,2000,120,60,4,2,462.11,0.4955,503.18,555,0.9184
800,1200,120,15,100,10,524.11,0.5979,572.06,2007,0.9162
800,500,30,15,1,5,53.6,0.681,58.55,163,0.9155
800,500,30,15,1,10,53.6,0.681,58.55,163,0.9155
2000,1500,30,30,1,4,277.32,0.5036,302.95,419,0.9154
2000,2000,120,15,2,4,395.47,0.7854,432.01,657,0.9154
2000,1500,30,15,4,3,524.86,0.6889,573.61,1228,0.915
800,1200,60,120,100,2,509.24,0.4314,556.93,1050,0.9144
1200,1500,60,30,100,5,768.29,0.5914,840.91,1855,0.9136
2000,2000,60,120,100,2,455.41,0.4992,498.73,611,0.9131
2000,1500,120,15,100,1,353.81,0.7689,387.74,623,0.9125
2000,1800,30,15,1,5,230.81,0.6788,253.1,548,0.9119
2000,1500,60,120,1,2,168.68,0.5426,184.99,188,0.9118
1200,2000,15,15,100,3,407.5,0.4838,447.1,1114,0.9114
800,1500,60,120,100,4,641.65,0.3873,704.33,1482,0.911
1200,1800,60,30,100,5,857.58,0.5786,941.43,1851,0.9109
800,1500,60,60,100,5,726.37,0.3942,799.19,1748,0.9089
800,2000,60,120,4,5,442.81,0.3525,487.78,434,0.9078
2000,1500,15,15,2,1,181.51,0.5296,200.01,287,0.9075
2000,1500,60,60,4,2,463.98,0.5505,511.63,683,0.9069
800,800,60,15,4,2,283.04,0.6267,312.13,1176,0.9068
2000,800,120,120,1,10,233.76,0.6926,257.78,257,0.9068
800,1800,120,120,100,2,565.33,0.3388,623.63,980,0.9065
2000,2000,60,120,1,10,399.71,0.4905,441.03,367,0.9063
500,800,15,120,100,10,400.85,0.4439,442.58,1971,0.9057
500,800,15,30,100,10,400.85,0.4439,442.58,1971,0.9057
500,800,15,60,100,10,400.85,0.4439,442.58,1971,0.9057
800,1200,60,15,100,10,518.65,0.5964,572.76,2007,0.9055
1200,2000,60,30,100,5,876.41,0.5722,968.9,1849,0.9045
800,1200,15,15,4,4,391.18,0.4786,432.98,1145,0.9035
800,800,15,15,4,4,304.2,0.5172,337.0,1278,0.9027
500,500,60,30,1,1,27.06,0.5361,30.0,97,0.902
500,500,120,30,1,1,27.06,0.5361,30.0,97,0.902
1200,1200,60,15,2,5,166.77,0.6927,185.03,436,0.9013
800,1800,120,60,2,1,138.42,0.4084,153.63,191,0.901
1200,1800,15,60,100,3,436.12,0.4755,484.06,713,0.901
1200,1800,15,30,100,3,436.12,0.4755,484.06,713,0.901
1200,1800,15,120,100,3,436.12,0.4755,484.06,713,0.901
800,1200,120,15,100,5,515.14,0.5975,572.06,2005,0.9005
500,800,60,60,100,1,205.93,0.4049,228.81,857,0.9
1200,1500,30,120,2,4,246.26,0.4909,273.64,385,0.8999
1200,1500,30,60,2,4,246.26,0.4909,273.64,385,0.8999
1200,1500,120,15,100,2,435.45,0.6703,483.98,1359,0.8997
800,1800,120,15,100,1,299.31,0.5537,332.76,856,0.8995
2000,1500,30,30,1,10,346.51,0.4864,385.38,627,0.8991
2000,1500,15,15,2,2,243.65,0.5188,271.02,532,0.899
1200,1800,30,30,2,2,211.69,0.4684,235.65,380,0.8983
1200,1800,120,30,1,1,64.1,0.5545,71.37,101,0.8981
800,1200,60,60,4,4,370.14,0.4343,412.31,578,0.8977
2000,1800,120,15,100,5,699.11,0.7779,782.95,1900,0.8929
1200,2000,30,15,2,2,173.58,0.6362,194.53,448,0.8923
2000,1200,15,15,4,1,203.76,0.5533,228.47,338,0.8918
1200,1500,120,120,4,3,400.73,0.4717,449.74,583,0.891
2000,1500,120,120,100,2,462.3,0.5693,518.99,729,0.8908
2000,1800,60,60,100,3,665.34,0.5208,747.14,962,0.8905
800,2000,120,120,4,5,443.33,0.3435,498.71,393,0.889
1200,1500,60,15,100,4,636.09,0.6725,715.72,1899,0.8887
1200,1200,120,60,2,4,198.58,0.5578,223.53,251,0.8884
2000,2000,15,15,2,1,173.24,0.5106,195.01,284,0.8884
1200,1500,30,30,100,10,786.3,0.4861,886.09,1975,0.8874
2000,1800,120,15,100,10,700.76,0.7803,790.57,2007,0.8864
800,1200,30,15,2,3,170.93,0.5989,192.92,359,0.886
2000,1200,60,120,100,1,253.13,0.6,285.73,420,0.8859
800,1200,120,15,100,3,467.08,0.5921,527.41,1863,0.8856
800,1200,30,60,4,5,418.85,0.4586,473.0,822,0.8855
800,1200,30,120,4,5,418.85,0.4586,473.0,822,0.8855
800,1800,120,60,100,3,679.0,0.3936,767.58,1372,0.8846
2000,2000,30,15,1,3,235.81,0.6836,266.78,452,0.8839
800,800,60,120,2,3,122.77,0.5174,139.01,288,0.8832
800,800,60,60,2,3,122.77,0.5174,139.01,288,0.8832
800,1800,120,60,1,1,75.08,0.375,85.01,72,0.8832
500,800,15,60,100,5,353.77,0.438,400.6,1598,0.8831
500,800,15,120,100,5,353.77,0.438,400.6,1598,0.8831
500,800,15,30,100,5,353.77,0.438,400.6,1598,0.8831
800,1200,120,120,4,10,287.11,0.4291,325.65,494,0.8817
1200,500,30,15,1,3,68.3,0.736,77.48,250,0.8815
800,2000,30,120,100,3,495.71,0.3837,562.72,1006,0.8809
800,2000,30,60,100,3,495.71,0.3837,562.72,1006,0.8809
800,500,30,15,1,4,51.9,0.677,58.93,161,0.8807
1200,800,120,120,4,5,242.11,0.6111,275.04,936,0.8803
1200,1500,30,30,100,5,716.87,0.4851,814.72,1616,0.8799
800,1200,60,15,100,2,409.56,0.5854,466.16,1493,0.8786
1200,1800,60,120,1,1,71.47,0.4286,81.46,91,0.8774
500,800,15,15,100,10,386.96,0.4437,441.27,2006,0.8769
800,2000,60,120,100,4,735.44,0.3465,839.15,1391,0.8764
800,1800,30,60,4,10,486.15,0.4127,554.93,790,0.8761
800,1800,30,120,4,10,486.15,0.4127,554.93,790,0.8761
800,1200,30,30,4,10,375.57,0.451,428.7,918,0.8761
800,800,120,15,4,2,277.56,0.6277,317.61,1179,0.8739
2000,2000,30,15,4,10,726.16,0.6836,831.85,1732,0.8729
1200,2000,30,30,1,1,100.29,0.4615,114.94,130,0.8725
800,1200,60,15,100,5,503.89,0.5956,577.72,2003,0.8722
1200,1500,60,15,100,5,634.08,0.6736,727.04,1961,0.8721
1200,2000,120,30,100,4,750.21,0.5856,860.87,1706,0.8715
1200,1200,60,15,4,5,387.76,0.6907,445.0,1374,0.8714
1200,2000,15,60,4,3,398.45,0.4767,457.38,602,0.8712
1200,2000,15,30,4,3,398.45,0.4767,457.38,602,0.8712
1200,2000,15,120,4,3,398.45,0.4767,457.38,602,0.8712
1200,1500,120,30,4,3,378.66,0.6045,434.71,842,0.8711
800,1500,15,15,100,1,180.24,0.4305,207.05,511,0.8705
1200,800,120,30,2,10,186.56,0.6728,214.41,379,0.8701
500,1200,120,120,100,4,575.96,0.3164,662.26,1767,0.8697
800,2000,120,60,100,4,842.18,0.3859,971.63,1578,0.8668
800,1200,120,15,100,4,487.33,0.5955,563.0,1985,0.8656
800,1200,30,15,2,4,139.77,0.5782,161.63,339,0.8648
500,800,120,15,2,1,75.74,0.4883,87.65,256,0.8641
500,800,60,15,2,1,75.74,0.4883,87.65,256,0.8641
800,1800,60,15,100,1,292.88,0.5505,339.19,852,0.8635
2000,800,120,30,1,3,152.61,0.7917,177.05,240,0.862
2000,2000,30,15,100,3,530.24,0.676,615.76,1321,0.8611
500,1200,120,15,2,1,93.55,0.4828,108.82,232,0.8597
500,1200,60,15,2,1,93.55,0.4828,108.82,232,0.8597
1200,500,60,15,1,2,58.48,0.7707,68.09,205,0.8589
1200,2000,30,60,100,3,523.26,0.4568,609.54,845,0.8585
1200,2000,30,120,100,3,523.26,0.4568,609.54,845,0.8585
1200,1200,15,15,1,4,168.35,0.5268,196.14,336,0.8583
2000,1500,120,15,4,4,491.53,0.781,572.65,1434,0.8583
1200,2000,120,30,4,4,406.65,0.5897,473.85,858,0.8582
800,1500,120,15,2,2,156.1,0.5805,181.96,298,0.8579
800,1500,60,15,2,2,156.1,0.5805,181.96,298,0.8579
2000,2000,30,15,4,5,666.0,0.6777,777.67,1483,0.8564
1200,1500,60,60,100,4,664.93,0.4735,777.8,1413,0.8549
2000,1800,60,120,1,2,160.21,0.4945,187.54,182,0.8543
1200,1800,15,120,100,2,283.99,0.4763,333.15,506,0.8524
800,800,15,15,2,1,115.59,0.5291,135.61,361,0.8524
1200,1800,15,30,100,2,283.99,0.4763,333.15,506,0.8524
1200,1800,15,60,100,2,283.99,0.4763,333.15,506,0.8524
2000,1800,120,120,100,2,492.13,0.5287,577.61,679,0.852
800,500,30,15,1,3,50.25,0.6709,59.08,158,0.8505
800,1200,30,15,100,10,497.75,0.579,585.86,2007,0.8496
1200,1200,120,120,4,2,307.53,0.5187,362.12,642,0.8492
800,1200,120,60,4,10,275.02,0.4427,323.98,506,0.8489
2000,1800,120,60,1,2,190.86,0.6575,225.09,146,0.8479
500,500,30,120,1,1,32.57,0.53,38.42,100,0.8477
500,500,30,60,1,1,32.57,0.53,38.42,100,0.8477
1200,1500,60,30,4,5,382.09,0.5799,451.45,857,0.8464
1200,1800,30,15,4,1,258.5,0.6274,305.55,620,0.846
2000,2000,120,15,4,1,325.36,0.7559,384.8,590,0.8455
800,1200,60,15,4,2,352.44,0.5991,417.3,1055,0.8446
500,500,30,120,2,3,46.45,0.5175,55.0,257,0.8445
500,500,30,60,2,3,46.45,0.5175,55.0,257,0.8445
1200,2000,60,60,4,3,458.1,0.4385,544.06,634,0.842
2000,1500,15,15,4,1,202.04,0.5373,240.01,322,0.8418
2000,1200,60,30,1,10,221.59,0.6971,263.26,416,0.8417
1200,1500,120,15,100,3,550.66,0.6781,654.39,1743,0.8415
2000,1500,120,15,100,3,573.46,0.7751,681.47,1552,0.8415
800,2000,120,60,1,1,83.21,0.3662,98.88,71,0.8415
500,800,60,30,100,10,423.42,0.4449,503.28,2007,0.8413
800,1200,15,30,100,3,324.57,0.4578,385.86,937,0.8412
800,1200,15,120,100,3,324.57,0.4578,385.86,937,0.8412
800,1200,15,60,100,3,324.57,0.4578,385.86,937,0.8412
1200,2000,30,30,100,4,688.7,0.4585,819.02,1387,0.8409
2000,1800,60,30,4,2,567.9,0.6707,675.44,826,0.8408
800,1500,120,120,100,4,643.24,0.372,765.24,1524,0.8406
800,1200,30,15,100,4,470.28,0.5746,560.12,1930,0.8396
1200,2000,30,60,4,10,563.64,0.4505,671.37,1061,0.8395
1200,2000,30,120,4,10,563.64,0.4505,671.37,1061,0.8395
500,800,30,30,100,4,405.39,0.4221,483.04,1867,0.8392
800,1200,120,30,2,3,152.39,0.5,181.79,224,0.8383
800,1200,60,30,2,3,152.39,0.5,181.79,224,0.8383
800,2000,15,15,2,10,254.47,0.4669,303.62,604,0.8381
500,800,120,30,100,10,421.66,0.4449,503.28,2007,0.8378
2000,2000,60,60,4,2,466.81,0.5,557.43,586,0.8374
1200,1200,15,30,2,1,106.68,0.4952,127.43,210,0.8372
1200,1200,15,60,2,1,106.68,0.4952,127.43,210,0.8372
800,1500,60,120,100,3,554.38,0.388,662.15,1281,0.8372
1200,1200,15,120,2,1,106.68,0.4952,127.43,210,0.8372
800,800,30,30,4,2,208.71,0.5174,249.41,835,0.8368
500,800,15,15,100,5,373.51,0.4426,446.59,1909,0.8364
800,800,60,120,4,3,211.29,0.5115,252.75,786,0.836
1200,2000,120,30,2,2,138.31,0.5687,165.57,262,0.8354
1200,2000,60,15,2,2,195.77,0.67,234.43,406,0.8351
2000,1800,60,30,2,10,476.3,0.6766,571.29,739,0.8337
500,500,120,120,1,1,25.0,0.5263,30.0,95,0.8333
500,500,120,60,1,1,25.0,0.5263,30.0,95,0.8333
1200,2000,60,30,100,4,777.75,0.5658,934.44,1672,0.8323
800,1200,120,15,100,2,395.21,0.5861,475.03,1498,0.832
800,1800,60,60,100,2,513.21,0.3564,616.96,1013,0.8318
2000,2000,30,15,2,3,298.37,0.6824,358.83,743,0.8315
1200,1800,30,15,2,3,216.64,0.6431,260.68,510,0.8311
1200,1800,15,30,100,10,506.11,0.4817,609.44,1719,0.8305
1200,1800,15,60,100,10,506.11,0.4817,609.44,1719,0.8305
1200,1800,15,120,100,10,506.11,0.4817,609.44,1719,0.8305
1200,1200,30,15,4,2,363.76,0.6472,438.07,1029,0.8304
2000,1500,15,120,4,1,110.16,0.5294,133.01,221,0.8282
800,500,120,60,1,2,40.58,0.6429,49.0,126,0.8282
2000,1500,15,30,4,1,110.16,0.5294,133.01,221,0.8282
2000,1500,15,60,4,1,110.16,0.5294,133.01,221,0.8282
800,1800,15,30,4,4,346.97,0.444,419.1,786,0.8279
800,1800,15,60,4,4,346.97,0.444,419.1,786,0.8279
800,1800,15,120,4,4,346.97,0.444,419.1,786,0.8279
500,1200,120,120,100,5,624.38,0.3166,754.26,1870,0.8278
1200,1200,60,60,100,3,473.37,0.5113,571.84,1236,0.8278
800,2000,120,60,100,2,539.2,0.375,651.38,1024,0.8278
2000,2000,60,120,100,3,595.64,0.5012,720.15,844,0.8271
1200,1200,60,60,2,4,178.7,0.495,216.06,301,0.8271
1200,2000,30,30,100,3,614.57,0.4508,743.27,1127,0.8268
1200,800,120,60,2,10,143.38,0.6342,173.43,339,0.8267
500,2000,120,120,100,10,1062.64,0.2369,1285.81,1992,0.8264
1200,1800,30,30,100,10,849.31,0.4709,1028.25,1975,0.826
1200,2000,30,120,2,10,350.25,0.4482,424.44,569,0.8252
1200,2000,30,60,2,10,350.25,0.4482,424.44,569,0.8252
800,1200,120,120,2,2,104.11,0.4235,126.24,196,0.8247
2000,1800,30,30,1,5,304.42,0.4927,369.15,479,0.8247
2000,2000,30,60,1,10,328.05,0.4715,397.98,562,0.8243
2000,2000,30,120,1,10,328.05,0.4715,397.98,562,0.8243
800,1800,120,60,100,4,749.0,0.3958,908.8,1607,0.8242
1200,1500,30,15,4,1,237.63,0.6364,288.41,627,0.8239
2000,1200,120,30,100,1,287.31,0.7293,349.11,543,0.823
500,1800,120,120,100,4,706.12,0.2452,858.11,1660,0.8229
1200,1800,60,30,100,10,866.88,0.5831,1054.33,2003,0.8222
2000,1500,30,15,100,1,268.54,0.696,326.66,523,0.8221
1200,1800,30,30,100,5,722.02,0.4664,878.29,1608,0.8221
800,1800,15,15,100,1,167.43,0.4196,203.65,510,0.8221
1200,1200,30,15,4,1,222.53,0.6491,270.74,644,0.8219
1200,1500,30,15,2,5,205.13,0.6426,249.75,568,0.8213
800,1200,120,15,4,2,346.96,0.6002,422.78,1058,0.8207
800,800,60,60,4,5,201.18,0.5134,245.3,785,0.8201
2000,1500,60,60,100,2,421.03,0.5479,513.61,741,0.8197
800,1500,15,60,4,4,355.78,0.4538,434.22,822,0.8194
800,1500,15,30,4,4,355.78,0.4538,434.22,822,0.8194
800,1500,15,120,4,4,355.78,0.4538,434.22,822,0.8194
500,800,60,30,100,2,306.19,0.4345,374.19,1526,0.8183
1200,1200,60,30,4,2,378.28,0.6087,463.33,874,0.8164
800,500,120,120,1,2,40.0,0.64,49.0,125,0.8163
2000,1800,60,15,100,4,634.74,0.743,778.09,1739,0.8158
800,1800,60,60,100,4,719.51,0.3633,882.09,1558,0.8157
500,1200,120,120,100,3,490.15,0.3141,600.97,1598,0.8156
800,1200,60,15,100,4,473.12,0.5932,580.3,1979,0.8153
2000,1800,120,15,2,10,375.28,0.7932,460.61,701,0.8147
1200,1200,60,15,4,2,346.4,0.6785,425.37,1126,0.8143
2000,1500,60,60,100,3,571.99,0.5527,702.67,1006,0.814
2000,1800,30,30,1,3,220.33,0.4958,270.77,359,0.8137
800,1500,15,120,2,3,202.61,0.4617,249.07,392,0.8135
800,1500,15,60,2,3,202.61,0.4617,249.07,392,0.8135
800,1500,15,30,2,3,202.61,0.4617,249.07,392,0.8135
1200,2000,30,30,4,1,235.45,0.4433,289.7,397,0.8127
1200,1800,60,60,1,1,75.34,0.4362,92.72,94,0.8126
1200,1800,30,120,2,5,258.54,0.4638,318.34,442,0.8122
1200,1800,30,60,2,5,258.54,0.4638,318.34,442,0.8122
1200,1500,15,60,4,4,268.25,0.4922,330.51,829,0.8116
1200,1500,15,30,4,4,268.25,0.4922,330.51,829,0.8116
1200,1500,15,120,4,4,268.25,0.4922,330.51,829,0.8116
2000,1800,30,120,4,2,372.88,0.5263,459.57,494,0.8114
2000,1800,30,60,4,2,372.88,0.5263,459.57,494,0.8114
2000,1500,120,15,4,3,480.98,0.7799,592.94,1322,0.8112
800,1200,60,60,100,2,465.44,0.4297,574.72,1103,0.8099
1200,1800,120,60,100,4,774.26,0.5038,956.97,1449,0.8091
2000,1800,60,60,4,1,248.29,0.5151,307.13,365,0.8084
1200,2000,60,30,100,10,877.32,0.5771,1085.34,2003,0.8083
2000,1800,60,15,100,3,558.24,0.7392,691.05,1503,0.8078
800,800,120,120,2,2,84.01,0.5206,104.0,267,0.8078
500,2000,120,120,2,1,114.33,0.2366,141.59,131,0.8075
800,800,120,60,2,1,133.58,0.5385,165.46,273,0.8073
1200,1500,60,120,100,4,599.44,0.4676,743.7,1311,0.806
1200,1800,120,120,100,1,321.09,0.4289,399.16,457,0.8044
2000,1800,120,30,100,4,680.06,0.7087,845.64,1555,0.8042
1200,2000,120,30,1,1,75.69,0.55,94.42,100,0.8016
800,2000,60,120,100,5,737.88,0.3484,921.04,1550,0.8011
1200,2000,30,30,100,1,226.68,0.4389,283.01,442,0.801
500,800,120,30,100,2,299.43,0.4342,374.19,1527,0.8002
800,2000,15,15,2,5,236.47,0.4711,295.52,554,0.8002
2000,1500,120,30,100,4,652.54,0.7199,817.07,1564,0.7986
2000,2000,120,15,2,5,383.16,0.7878,480.02,674,0.7982
1200,1800,30,30,4,5,426.81,0.4586,534.94,979,0.7979
1200,1800,30,60,2,4,214.71,0.4706,269.53,391,0.7966
1200,1800,30,120,2,4,214.71,0.4706,269.53,391,0.7966
1200,1500,120,60,100,5,733.51,0.5333,922.34,1654,0.7953
500,500,30,30,2,3,43.73,0.5172,55.0,261,0.7951
2000,800,120,15,1,10,158.27,0.8351,199.23,291,0.7944
1200,1800,60,120,4,4,421.11,0.4409,530.08,635,0.7944
800,2000,60,60,2,2,131.81,0.3622,166.11,185,0.7935
800,1500,15,30,100,4,464.44,0.4413,585.63,1090,0.7931
800,1500,15,120,100,4,464.44,0.4413,585.63,1090,0.7931
800,1500,15,60,100,4,464.44,0.4413,585.63,1090,0.7931
1200,1200,120,15,4,2,340.95,0.6897,430.82,1144,0.7914
800,1200,30,15,100,5,467.36,0.5773,590.7,1980,0.7912
2000,1800,30,15,4,3,506.24,0.6813,639.85,1227,0.7912
800,2000,30,15,2,1,153.33,0.5597,193.82,293,0.7911
1200,1800,30,120,4,5,419.16,0.4627,529.88,832,0.791
1200,1800,30,60,4,5,419.16,0.4627,529.88,832,0.791
800,800,120,30,2,2,94.66,0.5445,119.82,281,0.79
800,800,60,30,2,2,94.66,0.5445,119.82,281,0.79
1200,2000,15,60,100,10,485.51,0.4772,614.74,1710,0.7898
1200,2000,15,120,100,10,485.51,0.4772,614.74,1710,0.7898
1200,2000,15,30,100,10,485.51,0.4772,614.74,1710,0.7898
800,800,30,15,2,10,134.49,0.602,170.33,402,0.7896
1200,1200,120,60,100,2,423.88,0.5573,537.22,1003,0.789
2000,2000,60,60,1,10,386.92,0.4845,490.73,388,0.7885
1200,1500,15,15,100,3,311.13,0.4973,394.58,1132,0.7885
2000,1800,60,120,1,10,351.07,0.4906,446.04,371,0.7871
2000,1500,30,30,1,3,219.02,0.5056,278.52,356,0.7864
1200,1200,60,60,2,5,206.15,0.4936,262.73,314,0.7846
800,1500,120,60,100,10,825.05,0.4277,1051.58,2006,0.7846
1200,2000,30,60,2,3,203.7,0.4748,260.24,337,0.7827
2000,1800,15,120,4,2,203.42,0.5099,259.89,406,0.7827
2000,1800,15,60,4,2,203.42,0.5099,259.89,406,0.7827
2000,1800,15,30,4,2,203.42,0.5099,259.89,406,0.7827
1200,2000,30,120,2,3,203.7,0.4748,260.24,337,0.7827
1200,800,60,60,2,4,126.91,0.5803,162.17,386,0.7826
500,500,15,30,2,4,44.2,0.5097,56.55,359,0.7816
500,500,15,60,2,4,44.2,0.5097,56.55,359,0.7816
500,500,15,120,2,4,44.2,0.5097,56.55,359,0.7816
2000,2000,120,15,100,1,300.68,0.7545,384.8,611,0.7814
2000,1200,60,60,2,1,157.62,0.5803,201.85,305,0.7809
500,800,60,30,100,3,364.33,0.4396,468.21,1813,0.7781
800,800,30,15,2,5,132.73,0.6015,170.66,399,0.7777
2000,1500,30,30,1,5,288.76,0.5021,371.39,482,0.7775
800,1200,120,30,100,3,538.56,0.5183,693.12,1638,0.777
2000,1500,120,60,1,2,180.43,0.6774,232.44,155,0.7762
500,800,120,30,100,3,362.57,0.4396,468.21,1813,0.7744
2000,2000,120,120,2,5,457.0,0.5052,591.35,386,0.7728
1200,800,30,30,1,2,82.93,0.5851,107.37,188,0.7724
1200,2000,30,30,100,10,824.49,0.4618,1069.73,1975,0.7707
800,500,30,30,1,2,39.38,0.6053,51.12,152,0.7703
1200,1500,15,60,1,1,69.81,0.4962,90.67,133,0.7699
1200,1500,15,120,1,1,69.81,0.4962,90.67,133,0.7699
1200,1500,15,30,1,1,69.81,0.4962,90.67,133,0.7699
1200,500,60,15,1,10,63.13,0.7615,82.06,218,0.7693
2000,1800,60,60,1,10,368.58,0.4884,479.26,389,0.7691
1200,1200,120,60,100,3,465.86,0.5595,605.79,1303,0.769
2000,1800,120,60,100,4,725.89,0.6302,944.45,1279,0.7686
1200,1800,120,120,100,3,637.28,0.4347,829.98,1088,0.7678
2000,1500,15,60,4,5,390.59,0.5292,508.84,960,0.7676
2000,1500,15,30,4,5,390.59,0.5292,508.84,960,0.7676
2000,1500,15,120,4,5,390.59,0.5292,508.84,960,0.7676
500,2000,120,120,100,4,700.21,0.2305,912.19,1618,0.7676
1200,1500,15,30,2,2,151.48,0.4895,197.75,333,0.766
1200,1500,15,60,2,2,151.48,0.4895,197.75,333,0.766
1200,1500,15,120,2,2,151.48,0.4895,197.75,333,0.766
800,800,30,60,4,2,211.54,0.5155,276.29,772,0.7656
800,800,30,120,4,2,211.54,0.5155,276.29,772,0.7656
2000,1800,60,60,4,3,524.6,0.5216,685.38,834,0.7654
1200,2000,15,15,100,10,564.56,0.48,737.72,1979,0.7653
2000,2000,60,60,1,2,152.18,0.4973,198.88,183,0.7652
800,1200,60,30,100,3,533.98,0.5141,698.61,1630,0.7643
2000,2000,30,60,4,2,357.17,0.5053,467.45,473,0.7641
2000,2000,30,120,4,2,357.17,0.5053,467.45,473,0.7641
2000,2000,15,15,4,3,402.79,0.5076,527.31,859,0.7639
1200,500,60,60,1,2,52.69,0.6882,69.0,186,0.7636
800,800,30,15,2,3,142.55,0.6107,186.75,411,0.7633
2000,1500,60,30,4,2,463.14,0.6777,606.85,847,0.7632
800,2000,60,60,100,2,458.96,0.3405,601.9,981,0.7625
1200,2000,30,30,100,2,425.5,0.4468,558.25,808,0.7622
1200,1200,120,15,4,4,341.72,0.7049,449.72,1376,0.7599
2000,1500,60,120,100,3,584.87,0.5524,770.48,936,0.7591
1200,1500,30,120,2,5,238.4,0.4756,314.29,450,0.7585
1200,1500,30,60,2,5,238.4,0.4756,314.29,450,0.7585
500,500,15,15,2,5,48.45,0.5209,63.91,359,0.7581
800,2000,120,60,100,3,647.8,0.3808,854.89,1342,0.7578
1200,1200,30,30,4,1,201.99,0.5095,266.63,473,0.7576
2000,1200,15,15,2,1,142.65,0.5358,188.47,293,0.7569
1200,2000,30,120,4,5,422.53,0.455,558.36,833,0.7567
1200,800,60,120,2,5,167.11,0.5792,220.84,423,0.7567
1200,2000,30,60,4,5,422.53,0.455,558.36,833,0.7567
1200,2000,30,120,4,3,344.75,0.4642,455.67,642,0.7566
1200,2000,30,60,4,3,344.75,0.4642,455.67,642,0.7566
500,800,30,15,2,1,70.37,0.4885,93.02,260,0.7565
2000,2000,15,15,100,2,267.7,0.5072,354.56,623,0.755
2000,1800,60,120,4,4,494.84,0.5149,656.24,837,0.7541
500,1800,120,120,100,5,757.21,0.2458,1005.91,1786,0.7528
2000,2000,120,15,4,2,450.67,0.7635,599.32,1040,0.752
800,1800,60,120,100,5,669.67,0.3604,891.33,1590,0.7513
1200,1200,30,30,4,3,300.46,0.5063,400.87,871,0.7495
2000,2000,15,30,4,3,308.11,0.507,411.56,568,0.7486
2000,2000,15,120,4,3,308.11,0.507,411.56,568,0.7486
2000,2000,15,60,4,3,308.11,0.507,411.56,568,0.7486
2000,2000,30,15,100,4,579.17,0.6746,775.27,1564,0.7471
500,800,120,120,100,2,262.74,0.3986,352.26,1435,0.7459
1200,1200,30,120,2,4,171.92,0.5084,230.67,417,0.7453
1200,1200,30,60,2,4,171.92,0.5084,230.67,417,0.7453
500,1200,30,15,2,1,85.07,0.4786,114.19,234,0.745
800,1500,15,15,2,3,163.59,0.4774,219.62,442,0.7449
1200,1500,120,120,100,2,499.74,0.4714,671.06,874,0.7447
1200,1500,60,15,100,3,492.04,0.6647,660.85,1721,0.7446
2000,1800,120,15,4,10,515.53,0.781,693.43,1630,0.7434
1200,1200,60,120,4,2,336.29,0.5147,452.45,680,0.7433
2000,1800,15,15,4,1,176.13,0.5206,237.01,315,0.7431
2000,2000,30,15,4,2,357.74,0.6761,481.4,883,0.7431
2000,1800,30,15,4,4,530.79,0.6767,714.43,1364,0.743
1200,1800,60,60,4,10,518.1,0.4382,698.25,769,0.742
800,500,60,30,1,2,36.35,0.6457,49.0,127,0.7418
800,500,120,30,1,2,36.35,0.6457,49.0,127,0.7418
2000,1200,60,120,4,1,211.95,0.5985,285.73,406,0.7418
2000,1500,30,15,1,4,178.92,0.6823,241.27,491,0.7416
500,800,30,30,100,10,396.46,0.4215,534.75,2007,0.7414
1200,1800,60,30,100,1,273.98,0.5543,369.78,599,0.7409
800,1800,60,60,2,2,110.53,0.3539,149.2,178,0.7408
800,1200,120,60,100,3,454.34,0.4524,613.7,1459,0.7403
1200,1500,120,30,2,1,144.49,0.6144,195.2,306,0.7402
1200,1800,60,120,100,5,710.17,0.4379,960.09,1425,0.7397
1200,2000,120,60,4,5,483.06,0.5085,653.29,590,0.7394
1200,2000,60,30,100,1,287.18,0.5487,388.53,585,0.7391
1200,2000,120,120,4,5,506.04,0.4239,686.45,519,0.7372
500,500,60,60,1,1,22.1,0.5208,30.0,96,0.7367
500,500,60,120,1,1,22.1,0.5208,30.0,96,0.7367
500,800,30,30,100,3,358.71,0.419,487.09,1704,0.7364
800,1500,60,60,100,10,779.55,0.3963,1059.63,2001,0.7357
2000,1500,120,120,4,1,234.7,0.5677,319.18,384,0.7353
500,800,30,30,100,5,384.11,0.4209,522.46,1946,0.7352
1200,1200,15,30,1,10,147.19,0.5049,200.41,412,0.7344
1200,1200,15,120,1,10,147.19,0.5049,200.41,412,0.7344
1200,1200,15,60,1,10,147.19,0.5049,200.41,412,0.7344
1200,1500,15,15,100,5,376.19,0.4895,512.57,1573,0.7339
500,2000,15,30,4,3,165.25,0.3893,225.33,524,0.7334
500,2000,15,120,4,3,165.25,0.3893,225.33,524,0.7334
2000,2000,120,60,1,2,170.84,0.6503,232.95,143,0.7334
500,2000,15,60,4,3,165.25,0.3893,225.33,524,0.7334
800,2000,120,120,2,1,143.36,0.3374,195.57,163,0.733
800,1800,120,15,2,2,134.47,0.5768,183.46,293,0.733
800,1800,60,15,2,2,134.47,0.5768,183.46,293,0.733
800,1200,30,120,100,5,478.16,0.4485,653.29,1545,0.7319
800,1200,30,60,100,5,478.16,0.4485,653.29,1545,0.7319
1200,1800,60,30,1,1,53.72,0.5413,73.47,109,0.7312
1200,2000,15,60,4,2,232.61,0.4685,318.87,444,0.7295
