SL,TP,MAX,EARLY,STOP,MAX_POS,TotalPnL,Winrate,MaxDD,Trades,Score
500,2000,120,30,1,5,532.93,0.5545,25.0,101,21.3172
500,2000,120,30,1,10,532.93,0.5545,25.0,101,21.3172
500,2000,60,30,1,10,532.93,0.5545,25.0,101,21.3172
500,2000,60,30,1,5,532.93,0.5545,25.0,101,21.3172
500,2000,60,30,1,4,532.2,0.55,25.0,100,21.288
500,2000,120,30,1,4,532.2,0.55,25.0,100,21.288
500,1800,120,30,1,10,503.38,0.5545,25.0,101,20.1352
500,1800,120,30,1,5,503.38,0.5545,25.0,101,20.1352
500,1800,60,30,1,5,503.38,0.5545,25.0,101,20.1352
500,1800,60,30,1,10,503.38,0.5545,25.0,101,20.1352
500,1800,30,30,1,5,493.29,0.5294,25.0,102,19.7316
500,1800,30,30,1,10,493.29,0.5294,25.0,102,19.7316
500,1800,30,60,1,10,493.29,0.5294,25.0,102,19.7316
500,1800,30,120,1,10,493.29,0.5294,25.0,102,19.7316
500,1800,30,120,1,5,488.79,0.5347,25.0,101,19.5516
500,1800,30,60,1,5,488.79,0.5347,25.0,101,19.5516
500,1800,60,30,1,4,481.31,0.5455,25.0,99,19.2524
500,1800,120,30,1,4,481.31,0.5455,25.0,99,19.2524
500,1800,30,30,1,4,471.22,0.52,25.0,100,18.8488
500,2000,30,120,1,10,522.84,0.5294,28.09,102,18.613
500,2000,30,30,1,10,522.84,0.5294,28.09,102,18.613
500,2000,30,30,1,5,522.84,0.5294,28.09,102,18.613
500,2000,30,60,1,10,522.84,0.5294,28.09,102,18.613
500,2000,30,30,1,4,522.11,0.5248,28.09,101,18.587
500,2000,30,120,1,5,519.97,0.54,28.09,100,18.5109
500,2000,30,60,1,5,519.97,0.54,28.09,100,18.5109
500,1500,120,60,1,10,461.95,0.5408,25.0,98,18.478
500,1500,60,60,1,10,458.62,0.5253,25.0,99,18.3448
500,1500,60,120,1,10,458.62,0.5253,25.0,99,18.3448
500,1500,60,30,1,10,450.84,0.5631,25.0,103,18.0336
500,1500,60,30,1,5,450.84,0.5631,25.0,103,18.0336
500,1500,120,30,1,10,450.84,0.5631,25.0,103,18.0336
500,1500,120,30,1,5,450.84,0.5631,25.0,103,18.0336
500,1800,30,120,1,4,449.69,0.5204,25.0,98,17.9876
500,1800,30,60,1,4,449.69,0.5204,25.0,98,17.9876
500,1500,120,60,1,5,448.67,0.5263,25.0,95,17.9468
500,1500,60,120,1,5,445.77,0.5208,25.0,96,17.8308
500,1500,60,60,1,5,445.77,0.5208,25.0,96,17.8308
500,1500,30,30,1,5,440.75,0.5385,25.0,104,17.63
500,1500,30,120,1,10,440.75,0.5385,25.0,104,17.63
500,1500,30,60,1,10,440.75,0.5385,25.0,104,17.63
500,1500,30,30,1,10,440.75,0.5385,25.0,104,17.63
500,2000,60,30,1,3,440.3,0.5213,25.0,94,17.612
500,2000,120,30,1,3,440.3,0.5213,25.0,94,17.612
500,1500,120,30,1,4,431.77,0.5545,25.0,101,17.2708
500,1500,60,30,1,4,431.77,0.5545,25.0,101,17.2708
500,2000,30,60,1,4,502.21,0.5306,29.15,98,17.2285
500,2000,30,120,1,4,502.21,0.5306,29.15,98,17.2285
500,1500,30,30,1,4,421.68,0.5294,25.0,102,16.8672
500,1500,120,60,1,4,412.48,0.5109,25.0,92,16.4992
500,1500,60,120,1,4,409.58,0.5054,25.0,93,16.3832
500,1500,60,60,1,4,409.58,0.5054,25.0,93,16.3832
500,2000,60,15,1,10,402.45,0.6018,25.3,113,15.9071
500,2000,120,15,1,4,402.45,0.6018,25.3,113,15.9071
500,2000,120,15,1,10,402.45,0.6018,25.3,113,15.9071
500,2000,120,15,1,5,402.45,0.6018,25.3,113,15.9071
500,2000,60,15,1,4,402.45,0.6018,25.3,113,15.9071
500,2000,60,15,1,5,402.45,0.6018,25.3,113,15.9071
500,2000,30,15,1,5,400.82,0.5965,25.3,114,15.8427
500,2000,30,15,1,10,400.82,0.5965,25.3,114,15.8427
500,2000,30,15,1,4,400.82,0.5965,25.3,114,15.8427
500,1800,120,30,1,3,395.41,0.5161,25.0,93,15.8164
500,1800,60,30,1,3,395.41,0.5161,25.0,93,15.8164
500,1800,30,30,1,3,385.32,0.4894,25.0,94,15.4128
500,2000,30,30,1,3,430.21,0.4947,28.09,95,15.3154
500,1800,120,15,1,4,380.04,0.6018,25.3,113,15.0213
500,1800,120,15,1,10,380.04,0.6018,25.3,113,15.0213
500,1800,120,15,1,5,380.04,0.6018,25.3,113,15.0213
500,1800,60,15,1,10,380.04,0.6018,25.3,113,15.0213
500,1800,60,15,1,5,380.04,0.6018,25.3,113,15.0213
500,1800,60,15,1,4,380.04,0.6018,25.3,113,15.0213
500,1800,30,15,1,10,378.41,0.5965,25.3,114,14.9569
500,1800,30,15,1,5,378.41,0.5965,25.3,114,14.9569
500,1800,30,15,1,4,378.41,0.5965,25.3,114,14.9569
500,1800,120,60,1,10,515.42,0.5263,35.0,95,14.7263
500,1500,60,30,1,3,367.07,0.5312,25.0,96,14.6828
500,1500,120,30,1,3,367.07,0.5312,25.0,96,14.6828
500,1500,30,60,1,5,428.51,0.5288,29.25,104,14.6499
500,1500,30,120,1,5,428.51,0.5288,29.25,104,14.6499
500,1800,60,120,1,10,512.09,0.5104,35.0,96,14.6311
500,1800,60,60,1,10,512.09,0.5104,35.0,96,14.6311
500,2000,60,15,1,3,367.49,0.5909,25.3,110,14.5253
500,2000,120,15,1,3,367.49,0.5909,25.3,110,14.5253
500,2000,30,15,1,3,365.86,0.5856,25.3,111,14.4609
500,1800,120,60,1,5,502.14,0.5109,35.0,92,14.3469
500,1800,60,120,1,5,502.14,0.5109,35.0,92,14.3469
500,1800,60,60,1,5,502.14,0.5109,35.0,92,14.3469
500,1500,30,30,1,3,356.98,0.5052,25.0,97,14.2792
500,1500,120,60,1,3,353.51,0.4828,25.0,87,14.1404
500,1500,60,120,1,3,350.61,0.4773,25.0,88,14.0244
500,1500,60,60,1,3,350.61,0.4773,25.0,88,14.0244
500,2000,120,30,1,2,346.01,0.4828,25.0,87,13.8404
500,2000,60,30,1,2,346.01,0.4828,25.0,87,13.8404
500,1500,120,15,1,4,345.47,0.6018,25.3,113,13.6549
500,1500,60,15,1,10,345.47,0.6018,25.3,113,13.6549
500,1500,120,15,1,5,345.47,0.6018,25.3,113,13.6549
500,1500,120,15,1,10,345.47,0.6018,25.3,113,13.6549
500,1500,60,15,1,5,345.47,0.6018,25.3,113,13.6549
500,1500,60,15,1,4,345.47,0.6018,25.3,113,13.6549
500,1500,30,15,1,5,343.84,0.5965,25.3,114,13.5905
500,1500,30,15,1,10,343.84,0.5965,25.3,114,13.5905
500,1500,30,15,1,4,343.84,0.5965,25.3,114,13.5905
500,1800,120,15,1,3,343.62,0.5909,25.3,110,13.5818
500,1800,60,15,1,3,343.62,0.5909,25.3,110,13.5818
500,1800,30,15,1,3,341.99,0.5856,25.3,111,13.5174
500,1800,60,60,1,4,469.92,0.4944,35.0,89,13.4263
500,1800,60,120,1,4,469.92,0.4944,35.0,89,13.4263
500,1800,120,60,1,4,469.92,0.4944,35.0,89,13.4263
500,1200,120,60,1,10,375.02,0.5455,28.0,99,13.3936
500,1500,30,60,1,4,389.61,0.5149,29.25,101,13.32
500,1500,30,120,1,4,389.61,0.5149,29.25,101,13.32
500,1200,60,60,1,10,371.69,0.53,28.0,100,13.2746
500,1200,60,120,1,10,371.69,0.53,28.0,100,13.2746
500,1200,120,60,1,5,362.92,0.5361,28.0,97,12.9614
500,1200,60,120,1,5,360.02,0.5306,28.0,98,12.8579
500,1200,60,60,1,5,360.02,0.5306,28.0,98,12.8579
500,1500,120,15,1,3,322.23,0.5946,25.3,111,12.7364
500,1500,60,15,1,3,322.23,0.5946,25.3,111,12.7364
800,2000,60,30,1,4,686.15,0.6281,54.11,121,12.6807
800,2000,120,30,1,4,686.15,0.6281,54.11,121,12.6807
500,1500,30,15,1,3,320.6,0.5893,25.3,112,12.6719
800,1800,120,30,1,10,623.93,0.6371,49.46,124,12.6148
800,1800,60,30,1,10,623.93,0.6371,49.46,124,12.6148
800,1800,60,30,1,5,621.56,0.6341,49.46,123,12.5669
800,1800,120,30,1,5,621.56,0.6341,49.46,123,12.5669
500,1200,60,30,1,5,351.58,0.5631,28.0,103,12.5564
500,1200,120,30,1,5,351.58,0.5631,28.0,103,12.5564
500,1200,60,30,1,10,351.58,0.5631,28.0,103,12.5564
500,1200,120,30,1,10,351.58,0.5631,28.0,103,12.5564
800,2000,60,30,1,10,675.48,0.6371,54.11,124,12.4835
800,2000,120,30,1,10,675.48,0.6371,54.11,124,12.4835
800,2000,60,30,1,5,673.11,0.6341,54.11,123,12.4397
800,2000,120,30,1,5,673.11,0.6341,54.11,123,12.4397
500,1800,60,30,1,2,306.1,0.4767,25.0,86,12.244
500,1800,120,30,1,2,306.1,0.4767,25.0,86,12.244
500,1200,120,60,1,4,332.73,0.5213,28.0,94,11.8832
500,1200,60,30,1,4,330.16,0.5545,28.0,101,11.7914
500,1200,120,30,1,4,330.16,0.5545,28.0,101,11.7914
500,1200,60,60,1,4,329.83,0.5158,28.0,95,11.7796
500,1200,60,120,1,4,329.83,0.5158,28.0,95,11.7796
500,1200,120,120,1,10,361.62,0.5213,31.0,94,11.6652
800,1800,120,30,1,4,575.26,0.6186,49.46,118,11.6308
800,1800,60,30,1,4,575.26,0.6186,49.46,118,11.6308
500,2000,30,30,1,2,333.3,0.4545,29.25,88,11.3949
500,1200,30,30,1,10,341.49,0.5385,30.02,104,11.3754
500,1200,30,30,1,5,341.49,0.5385,30.02,104,11.3754
500,1200,30,120,1,10,341.49,0.5385,30.02,104,11.3754
500,1200,30,60,1,10,341.49,0.5385,30.02,104,11.3754
800,1500,60,30,1,10,567.18,0.6457,50.04,127,11.3345
800,1500,120,30,1,10,567.18,0.6457,50.04,127,11.3345
800,1500,120,30,1,5,564.81,0.6429,50.04,126,11.2872
800,1500,60,30,1,5,564.81,0.6429,50.04,126,11.2872
500,1200,120,120,1,5,349.62,0.5161,31.0,93,11.2781
500,1800,60,60,1,3,389.51,0.4578,35.0,83,11.1289
500,1800,60,120,1,3,389.51,0.4578,35.0,83,11.1289
500,1800,120,60,1,3,389.51,0.4578,35.0,83,11.1289
500,1500,60,120,4,1,710.96,0.3556,65.0,419,10.9378
800,1500,120,60,1,10,541.93,0.6053,50.0,114,10.8386
500,2000,120,60,1,10,515.38,0.5213,47.87,94,10.7662
500,2000,30,60,1,3,441.84,0.5158,41.19,95,10.7269
500,2000,30,120,1,3,441.84,0.5158,41.19,95,10.7269
500,1800,30,60,1,3,391.83,0.5,36.54,94,10.7233
500,1800,30,120,1,3,391.83,0.5,36.54,94,10.7233
500,2000,60,120,1,10,512.05,0.5053,47.87,95,10.6967
500,2000,60,60,1,10,512.05,0.5053,47.87,95,10.6967
500,1200,30,30,1,4,320.07,0.5294,30.02,102,10.6619
800,1500,120,60,1,5,529.23,0.5982,50.0,112,10.5846
500,1500,120,60,2,10,512.71,0.4262,48.8,183,10.5064
500,2000,60,120,1,5,502.1,0.5055,47.87,91,10.4888
500,2000,120,60,1,5,502.1,0.5055,47.87,91,10.4888
500,2000,60,60,1,5,502.1,0.5055,47.87,91,10.4888
500,1200,120,60,1,3,293.64,0.5,28.0,90,10.4871
800,1500,120,30,1,4,524.51,0.6281,50.04,121,10.4818
800,1500,60,30,1,4,524.51,0.6281,50.04,121,10.4818
500,1800,120,120,1,5,438.62,0.4535,41.85,86,10.4808
500,1500,60,60,2,10,509.38,0.4185,48.8,184,10.4381
500,1500,60,120,2,10,509.38,0.4185,48.8,184,10.4381
500,1200,30,120,1,5,312.34,0.5196,30.02,102,10.4044
500,1200,30,60,1,5,312.34,0.5196,30.02,102,10.4044
500,1500,120,30,1,2,259.76,0.4828,25.0,87,10.3904
500,1500,60,30,1,2,259.76,0.4828,25.0,87,10.3904
500,1200,60,60,1,3,290.74,0.4945,28.0,91,10.3836
500,1200,60,120,1,3,290.74,0.4945,28.0,91,10.3836
500,2000,60,60,1,4,495.71,0.4944,47.87,89,10.3553
500,2000,60,120,1,4,495.71,0.4944,47.87,89,10.3553
500,2000,120,60,1,4,495.71,0.4944,47.87,89,10.3553
500,1500,30,30,1,1,258.81,0.4598,25.0,87,10.3524
500,1800,120,60,2,10,617.18,0.4134,60.0,179,10.2863
500,1200,60,15,1,5,287.97,0.6018,28.0,113,10.2846
500,1200,120,15,1,5,287.97,0.6018,28.0,113,10.2846
500,1200,120,15,1,4,287.97,0.6018,28.0,113,10.2846
500,1200,60,15,1,4,287.97,0.6018,28.0,113,10.2846
500,1200,120,15,1,10,287.97,0.6018,28.0,113,10.2846
500,1200,60,15,1,10,287.97,0.6018,28.0,113,10.2846
500,1200,60,30,1,3,286.89,0.5361,28.0,97,10.2461
500,1200,120,30,1,3,286.89,0.5361,28.0,97,10.2461
500,1500,120,60,2,5,499.43,0.4167,48.8,180,10.2342
500,1800,60,60,2,10,613.85,0.4056,60.0,180,10.2308
500,1800,60,120,2,10,613.85,0.4056,60.0,180,10.2308
500,1200,30,15,1,5,286.34,0.5965,28.0,114,10.2264
500,1200,30,15,1,4,286.34,0.5965,28.0,114,10.2264
500,1200,30,15,1,10,286.34,0.5965,28.0,114,10.2264
500,1500,30,60,4,1,724.89,0.3881,71.0,420,10.2097
500,1500,30,120,4,1,724.89,0.3881,71.0,420,10.2097
500,1500,60,120,2,5,496.53,0.4144,48.8,181,10.1748
500,1500,60,60,2,5,496.53,0.4144,48.8,181,10.1748
500,1200,120,120,1,4,315.0,0.5,31.0,90,10.1613
800,1500,60,120,1,10,522.85,0.5678,51.92,118,10.0703
800,1500,60,60,1,10,522.85,0.5678,51.92,118,10.0703
500,1800,60,60,2,5,603.9,0.4034,60.0,176,10.065
500,1800,120,60,2,5,603.9,0.4034,60.0,176,10.065
500,1800,60,120,2,5,603.9,0.4034,60.0,176,10.065
500,1800,30,30,1,2,293.39,0.4483,29.25,87,10.0304
800,1800,120,60,1,10,619.4,0.5909,62.0,110,9.9903
500,1800,120,120,1,10,436.33,0.4432,44.14,88,9.8851
500,1800,120,120,1,4,410.26,0.4458,41.59,83,9.8644
800,1500,60,60,1,5,512.07,0.5652,51.92,115,9.8627
800,1500,60,120,1,5,512.07,0.5652,51.92,115,9.8627
500,1200,60,15,1,3,275.97,0.5982,28.0,112,9.8561
500,1200,120,15,1,3,275.97,0.5982,28.0,112,9.8561
500,1200,30,15,1,3,274.34,0.5929,28.0,113,9.7979
500,1500,120,120,1,5,403.36,0.4831,41.59,89,9.6985
800,2000,30,60,1,4,689.78,0.5714,71.19,147,9.6893
800,2000,30,120,1,4,689.78,0.5714,71.19,147,9.6893
500,1500,30,120,1,3,357.04,0.5052,37.12,97,9.6185
500,1500,30,60,1,3,357.04,0.5052,37.12,97,9.6185
800,1500,120,60,1,4,478.04,0.5833,50.0,108,9.5608
500,1800,60,30,2,5,565.74,0.4381,59.43,194,9.5194
500,1800,120,30,2,10,565.74,0.4381,59.43,194,9.5194
500,1800,60,30,2,10,565.74,0.4381,59.43,194,9.5194
500,1800,120,30,2,5,565.74,0.4381,59.43,194,9.5194
800,1800,120,60,1,5,588.7,0.5794,62.0,107,9.4952
500,1500,120,60,2,4,463.24,0.4068,48.8,177,9.4926
500,1500,60,120,100,1,996.33,0.3482,105.0,652,9.4889
500,2000,120,15,1,2,305.76,0.5588,32.34,102,9.4545
500,2000,60,15,1,2,305.76,0.5588,32.34,102,9.4545
500,1500,60,60,2,4,460.34,0.4045,48.8,178,9.4332
500,1500,60,120,2,4,459.38,0.4056,48.8,180,9.4135
500,2000,30,15,1,2,304.13,0.5534,32.34,103,9.4041
800,2000,120,30,1,3,574.25,0.6053,61.11,114,9.397
800,2000,60,30,1,3,574.25,0.6053,61.11,114,9.397
800,1800,60,60,1,10,600.32,0.5526,63.92,114,9.3917
800,1800,60,120,1,10,600.32,0.5526,63.92,114,9.3917
500,1800,60,120,1,2,327.16,0.4304,35.0,79,9.3474
500,1500,120,30,1,1,233.61,0.4643,25.0,84,9.3444
500,1500,60,30,1,1,233.61,0.4643,25.0,84,9.3444
500,1800,120,60,2,4,553.68,0.3895,60.0,172,9.228
500,1800,60,60,2,4,553.68,0.3895,60.0,172,9.228
500,1200,30,30,1,3,276.8,0.5102,30.02,98,9.2205
500,1800,60,120,2,4,552.72,0.3908,60.0,174,9.212
500,1500,120,120,1,10,401.07,0.4725,43.88,91,9.1402
500,1200,120,120,1,3,279.0,0.4828,31.0,87,9.0
800,1800,60,120,1,5,574.44,0.5505,63.92,109,8.9869
800,1800,60,60,1,5,574.44,0.5505,63.92,109,8.9869
800,1500,60,60,1,4,464.77,0.5545,51.92,110,8.9517
800,1500,60,120,1,4,464.77,0.5545,51.92,110,8.9517
500,1500,60,120,1,2,267.26,0.439,29.86,82,8.9504
500,2000,15,30,2,4,596.29,0.4883,66.71,299,8.9385
500,2000,15,60,2,4,596.29,0.4883,66.71,299,8.9385
500,2000,15,120,2,4,596.29,0.4883,66.71,299,8.9385
500,1800,60,30,2,4,527.19,0.4286,59.43,189,8.8708
500,1800,120,30,2,4,527.19,0.4286,59.43,189,8.8708
500,1800,120,15,1,2,285.89,0.5588,32.34,102,8.8401
500,1800,60,15,1,2,285.89,0.5588,32.34,102,8.8401
500,1800,30,15,1,2,284.26,0.5534,32.34,103,8.7897
500,1500,120,120,1,4,362.74,0.4651,41.59,86,8.7218
500,1500,120,60,4,1,569.12,0.3446,65.39,444,8.7035
800,1800,120,60,1,4,538.48,0.5631,62.0,103,8.6852
800,1500,30,60,4,1,763.68,0.4857,87.98,385,8.6802
800,1500,30,120,4,1,763.68,0.4857,87.98,385,8.6802
800,1800,30,60,1,4,575.87,0.5625,66.54,144,8.6545
800,1800,30,120,1,4,575.87,0.5625,66.54,144,8.6545
500,2000,120,60,1,3,409.3,0.4578,47.87,83,8.5502
500,2000,60,60,1,3,409.3,0.4578,47.87,83,8.5502
500,2000,60,120,1,3,409.3,0.4578,47.87,83,8.5502
500,1800,30,30,1,1,213.7,0.4268,25.0,82,8.548
800,2000,60,15,1,10,483.3,0.6875,56.62,144,8.5359
800,2000,120,15,1,5,483.3,0.6875,56.62,144,8.5359
800,2000,120,15,1,4,483.3,0.6875,56.62,144,8.5359
800,2000,60,15,1,4,483.3,0.6875,56.62,144,8.5359
800,2000,120,15,1,10,483.3,0.6875,56.62,144,8.5359
800,2000,60,15,1,5,483.3,0.6875,56.62,144,8.5359
500,2000,120,30,2,5,608.56,0.4381,72.0,194,8.4522
500,2000,60,30,2,5,608.56,0.4381,72.0,194,8.4522
500,2000,60,30,2,10,608.56,0.4381,72.0,194,8.4522
500,2000,120,30,2,10,608.56,0.4381,72.0,194,8.4522
500,1500,60,60,100,1,887.38,0.339,105.0,702,8.4512
500,1500,30,30,1,2,247.05,0.4545,29.25,88,8.4462
500,1800,120,120,1,3,349.41,0.4103,41.59,78,8.4013
500,2000,30,30,1,1,214.62,0.4198,25.67,81,8.3607
500,1800,60,60,1,2,291.16,0.4156,35.0,77,8.3189
500,1800,120,60,1,2,291.16,0.4156,35.0,77,8.3189
500,2000,15,30,1,3,364.51,0.5517,43.94,116,8.2956
500,2000,15,120,1,3,364.51,0.5517,43.94,116,8.2956
500,2000,15,60,1,3,364.51,0.5517,43.94,116,8.2956
800,2000,120,60,1,10,645.36,0.5872,77.87,109,8.2877
500,2000,15,15,1,10,368.34,0.5403,44.45,124,8.2866
500,1500,120,60,100,1,869.36,0.345,105.0,713,8.2796
800,2000,30,15,1,5,458.92,0.6709,55.43,158,8.2793
800,2000,30,15,1,10,458.92,0.6709,55.43,158,8.2793
1200,2000,30,30,1,10,889.79,0.5495,107.52,273,8.2756
500,2000,15,30,1,5,431.1,0.5645,52.14,124,8.2681
500,2000,15,120,1,5,431.1,0.5645,52.14,124,8.2681
500,2000,15,60,1,5,431.1,0.5645,52.14,124,8.2681
800,1800,60,120,1,4,528.11,0.5385,63.92,104,8.262
800,1800,60,60,1,4,528.11,0.5385,63.92,104,8.262
800,1500,120,30,1,3,444.81,0.6087,54.08,115,8.225
800,1500,60,30,1,3,444.81,0.6087,54.08,115,8.225
500,2000,15,15,1,5,367.96,0.5366,44.83,123,8.2079
500,1800,15,120,2,4,563.03,0.4935,68.71,308,8.1943
500,1800,15,60,2,4,563.03,0.4935,68.71,308,8.1943
500,1800,15,30,2,4,563.03,0.4935,68.71,308,8.1943
800,2000,30,15,1,4,457.22,0.6667,55.81,156,8.1924
500,1500,60,30,4,1,581.17,0.4004,71.0,502,8.1855
500,1500,120,30,4,1,581.17,0.4004,71.0,502,8.1855
500,1800,120,120,2,5,537.18,0.3626,66.0,171,8.1391
800,2000,30,30,1,4,605.03,0.5245,74.48,143,8.1234
800,1500,120,120,1,10,485.48,0.5364,59.83,110,8.1143
800,1500,120,120,1,5,483.76,0.5421,59.65,107,8.11
500,1800,120,120,2,10,534.89,0.3584,66.0,173,8.1044
1200,2000,120,30,1,10,768.58,0.7,95.09,150,8.0827
1200,2000,30,15,1,4,648.7,0.7183,80.26,252,8.0825
800,1500,120,60,1,3,404.07,0.5588,50.0,102,8.0814
1200,1800,30,30,1,10,829.73,0.5531,102.87,273,8.0658
1200,2000,120,30,1,5,766.21,0.698,95.09,149,8.0577
500,1500,120,60,1,2,240.16,0.4304,29.86,79,8.0429
800,2000,120,60,1,4,626.27,0.5714,77.87,105,8.0425
800,1800,60,30,1,3,453.36,0.5909,56.46,110,8.0298
800,1800,120,30,1,3,453.36,0.5909,56.46,110,8.0298
500,1500,120,120,4,1,602.19,0.3262,75.0,423,8.0292
1200,2000,30,15,1,10,641.0,0.7121,80.26,264,7.9865
1200,2000,60,15,1,3,640.85,0.761,80.26,205,7.9847
500,2000,60,30,2,4,574.35,0.4309,72.0,188,7.9771
500,2000,120,30,2,4,574.35,0.4309,72.0,188,7.9771
500,800,120,120,1,10,255.0,0.5714,32.0,105,7.9687
500,800,120,120,1,5,255.0,0.5714,32.0,105,7.9687
500,2000,120,120,1,5,437.73,0.4405,55.0,84,7.9587
800,1800,60,15,1,4,450.23,0.6875,56.62,144,7.9518
800,1800,120,15,1,4,450.23,0.6875,56.62,144,7.9518
800,1800,120,15,1,5,450.23,0.6875,56.62,144,7.9518
800,1800,120,15,1,10,450.23,0.6875,56.62,144,7.9518
800,1800,60,15,1,5,450.23,0.6875,56.62,144,7.9518
800,1800,60,15,1,10,450.23,0.6875,56.62,144,7.9518
500,1500,60,60,1,2,237.26,0.425,29.86,80,7.9457
800,1500,30,60,1,4,542.8,0.5753,68.41,146,7.9345
800,1500,30,120,1,4,542.8,0.5753,68.41,146,7.9345
500,2000,120,120,1,10,435.44,0.4302,55.0,86,7.9171
500,1200,60,30,1,2,221.58,0.5,28.0,90,7.9136
500,1200,120,30,1,2,221.58,0.5,28.0,90,7.9136
500,1200,30,120,1,4,279.44,0.5051,35.37,99,7.9005
500,1200,30,60,1,4,279.44,0.5051,35.37,99,7.9005
500,2000,15,15,1,4,366.39,0.5197,46.4,127,7.8963
500,1500,30,30,2,1,346.58,0.3902,43.9,205,7.8948
800,2000,120,60,1,5,612.66,0.5755,77.87,106,7.8677
800,2000,30,60,1,10,585.17,0.527,74.48,148,7.8567
800,2000,30,120,1,10,585.17,0.527,74.48,148,7.8567
800,2000,60,60,1,10,626.28,0.5487,79.79,113,7.8491
800,2000,60,120,1,10,626.28,0.5487,79.79,113,7.8491
1200,1800,120,30,1,10,709.84,0.7,90.44,150,7.8487
500,800,120,60,1,5,250.83,0.5755,32.0,106,7.8384
500,800,120,60,1,10,250.83,0.5755,32.0,106,7.8384
1200,1800,120,30,1,5,707.47,0.698,90.44,149,7.8225
500,2000,15,120,1,10,365.99,0.5289,46.8,121,7.8203
500,2000,15,30,1,10,365.99,0.5289,46.8,121,7.8203
500,2000,15,60,1,10,365.99,0.5289,46.8,121,7.8203
500,1800,30,60,2,10,538.43,0.415,68.86,200,7.8192
500,1800,30,30,2,5,538.43,0.415,68.86,200,7.8192
500,1800,30,120,2,10,538.43,0.415,68.86,200,7.8192
500,1800,30,30,2,10,538.43,0.415,68.86,200,7.8192
500,1500,120,15,1,2,252.2,0.5545,32.34,101,7.7984
500,1500,60,15,1,2,252.2,0.5545,32.34,101,7.7984
500,1800,15,15,1,10,345.93,0.5403,44.45,124,7.7825
500,1800,30,60,2,5,535.48,0.415,68.86,200,7.7764
500,1800,30,120,2,5,535.48,0.415,68.86,200,7.7764
500,2000,120,120,1,4,427.37,0.439,55.0,82,7.7704
500,1800,15,30,1,5,404.69,0.5645,52.14,124,7.7616
500,1800,15,120,1,5,404.69,0.5645,52.14,124,7.7616
500,1800,15,60,1,5,404.69,0.5645,52.14,124,7.7616
800,1200,120,60,1,10,434.29,0.6121,56.0,116,7.7552
500,1800,120,60,2,3,465.22,0.3614,60.0,166,7.7537
500,1800,60,60,2,3,465.22,0.3614,60.0,166,7.7537
500,1500,30,15,1,2,250.57,0.549,32.34,102,7.748
500,1800,60,120,2,3,464.26,0.3631,60.0,168,7.7377
500,800,60,60,1,10,247.5,0.5607,32.0,107,7.7344
500,800,60,120,1,5,247.5,0.5607,32.0,107,7.7344
500,800,60,120,1,10,247.5,0.5607,32.0,107,7.7344
500,800,60,60,1,5,247.5,0.5607,32.0,107,7.7344
500,1200,120,60,2,10,401.02,0.4339,51.85,189,7.7342
800,2000,60,60,1,4,615.9,0.5472,79.79,106,7.719
800,2000,60,120,1,4,615.9,0.5472,79.79,106,7.719
500,800,120,120,1,4,247.0,0.5673,32.0,104,7.7187
800,2000,30,30,1,5,574.66,0.517,74.48,147,7.7156
500,1800,15,15,1,5,345.55,0.5366,44.83,123,7.708
1200,2000,30,15,1,3,617.93,0.7257,80.26,237,7.6991
800,1800,30,15,1,5,425.85,0.6709,55.43,158,7.6827
800,1800,30,15,1,10,425.85,0.6709,55.43,158,7.6827
500,800,60,30,1,4,245.84,0.5909,32.0,110,7.6825
500,800,120,30,1,4,245.84,0.5909,32.0,110,7.6825
500,1200,60,60,2,10,397.69,0.4263,51.85,190,7.67
500,1200,60,120,2,10,397.69,0.4263,51.85,190,7.67
800,2000,30,30,1,10,570.51,0.5205,74.48,146,7.6599
800,1500,120,15,1,4,432.54,0.6897,56.62,145,7.6394
800,1500,60,15,1,5,432.54,0.6897,56.62,145,7.6394
800,1500,60,15,1,10,432.54,0.6897,56.62,145,7.6394
800,1500,60,15,1,4,432.54,0.6897,56.62,145,7.6394
800,1500,120,15,1,5,432.54,0.6897,56.62,145,7.6394
800,1500,120,15,1,10,432.54,0.6897,56.62,145,7.6394
500,1800,15,60,1,3,335.23,0.547,43.94,117,7.6293
500,1800,15,30,1,3,335.23,0.547,43.94,117,7.6293
500,1800,15,120,1,3,335.23,0.547,43.94,117,7.6293
500,1500,120,30,2,5,479.74,0.4467,63.01,197,7.6137
500,1500,60,30,2,5,479.74,0.4467,63.01,197,7.6137
500,1500,60,30,2,10,479.74,0.4467,63.01,197,7.6137
500,1500,120,30,2,10,479.74,0.4467,63.01,197,7.6137
1200,2000,60,30,1,10,722.95,0.6786,95.09,168,7.6028
800,1800,30,15,1,4,424.15,0.6667,55.81,156,7.5999
1200,2000,60,30,1,5,722.25,0.6768,95.09,164,7.5954
500,2000,15,15,1,3,334.22,0.5126,44.03,119,7.5907
500,800,120,60,1,4,242.83,0.5714,32.0,105,7.5884
500,1500,120,120,2,5,455.25,0.3829,60.0,175,7.5875
500,1500,60,60,4,1,562.91,0.3379,74.22,441,7.5843
800,1200,60,30,1,5,424.44,0.6457,56.04,127,7.5739
800,1200,120,30,1,5,424.44,0.6457,56.04,127,7.5739
800,1200,60,30,1,10,424.44,0.6457,56.04,127,7.5739
