time,side,spread_pts,atr_pts,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,body1,upw1,loww1,body2,upw2,loww2,body3,upw3,loww3,body4,upw4,loww4,body5,upw5,loww5,body6,upw6,loww6,body7,upw7,loww7,body8,upw8,loww8,body9,upw9,loww9,body10,upw10,loww10,y,exit_reason,exit_points
2025-11-05 03:50:00,SELL,16,557.2857142857081,-476.9999999999982,-234.00000000001452,-219.9999999999818,232.0000000000164,-288.0000000000109,192.99999999998363,507.9999999999927,-379.9999999999727,34.999999999990905,-171.00000000000364,473.0000000000018,3.999999999996362,82.99999999999272,196.99999999998,44.00000000000546,442.0000000000073,192.99999999998363,394.9999999999818,0.0,225.0,173.99999999997817,0.0,292.0000000000073,205.0000000000182,31.999999999970896,180.99999999999451,221.99999999998,0.0,500.0,32.999999999992724,78.99999999999636,379.9999999999727,5.00000000001819,66.00000000003092,44.00000000000546,207.99999999999272,192.99999999998363,173.99999999997817,51.99999999999818,303.9999999999964,1,EARLY_PROFIT,30.00000000001819
2025-11-05 04:15:00,SELL,17,525.6428571428489,-234.00000000001452,107.99999999999272,413.99999999998727,-26.99999999999818,67.00000000000728,-476.9999999999982,-234.00000000001452,-219.9999999999818,232.0000000000164,-288.0000000000109,233.0000000000382,17.99999999998363,150.99999999997635,107.99999999999272,59.00000000001455,138.0000000000109,403.9999999999964,413.99999999998727,0.0,21.99999999997999,346.99999999998,112.00000000003456,76.00000000002183,350.0,227.99999999997453,473.0000000000018,3.999999999996362,82.99999999999272,196.99999999998,44.00000000000546,442.0000000000073,192.99999999998363,394.9999999999818,0.0,225.0,173.99999999997817,0.0,292.0000000000073,205.0000000000182,31.999999999970896,1,EARLY_PROFIT,113.99999999998727
2025-11-05 07:45:00,SELL,17,355.71428571427765,-503.9999999999964,-96.99999999998,-430.99999999999454,-76.00000000002183,41.00000000003092,98.99999999997816,334.9999999999909,61.00000000001273,199.00000000002365,-182.0000000000164,529.9999999999727,0.0,171.00000000000364,108.99999999996908,26.99999999999818,67.00000000000728,463.99999999998727,0.0,3.000000000020009,42.00000000000728,61.999999999989086,211.00000000001276,40.000000000009095,254.99999999997272,32.999999999992724,109.9999999999909,84.00000000001455,34.999999999990905,338.0000000000109,127.99999999997452,65.99999999998545,61.00000000001273,113.99999999998728,11.999999999989086,200.0,92.00000000000728,132.00000000001637,184.00000000001452,82.00000000001637,77.99999999997453,1,EARLY_PROFIT,12.00000000003456
2025-11-05 08:55:00,SELL,6,412.8571428571445,-292.99999999998363,-65.0000000000091,-220.00000000002728,219.00000000000543,-214.9999999999636,419.9999999999818,-261.9999999999891,317.99999999998363,209.9999999999909,-194.9999999999818,305.99999999999454,15.999999999985448,69.00000000000546,124.00000000002365,192.99999999998363,126.99999999999818,215.99999999998545,12.00000000003456,54.99999999997272,209.00000000001452,190.99999999998545,0.0,194.00000000000543,134.9999999999909,25.0,425.9999999999764,33.0000000000382,205.99999999999451,257.0000000000164,0.0,44.00000000000546,315.99999999998545,0.0,257.9999999999927,205.99999999999451,15.000000000009097,103.00000000002,190.0000000000091,159.9999999999909,55.99999999999454,1,EARLY_PROFIT,97.00000000002547
2025-11-05 11:10:00,SELL,16,428.1428571428612,-288.0000000000109,-90.99999999998543,-63.000000000010914,-192.00000000000728,190.0000000000091,-184.9999999999909,-292.99999999998363,302.99999999997453,168.0000000000291,-194.00000000000543,286.00000000001273,39.99999999996362,40.000000000009095,90.99999999998543,148.00000000000182,5.999999999994543,36.999999999989086,155.0000000000182,257.0000000000164,190.0000000000091,173.00000000000182,3.999999999996362,191.00000000003087,96.00000000000364,37.99999999996544,176.99999999999818,125.99999999997635,40.000000000009095,280.0000000000182,31.999999999970896,71.99999999997999,306.9999999999709,89.00000000003274,49.00000000002365,188.99999999998727,142.99999999998363,13.000000000010914,167.00000000000728,137.00000000003456,179.99999999997272,1,EARLY_PROFIT,1048.9999999999782
2025-11-05 13:05:00,SELL,17,462.7857142857176,-569.9999999999818,405.99999999999454,226.99999999999815,-555.0000000000182,70.00000000002728,113.99999999998728,84.00000000001455,38.99999999998727,-155.99999999999454,52.99999999997453,573.9999999999782,5.00000000001819,0.0,396.99999999998,41.00000000003092,132.00000000001637,209.9999999999909,0.0,175.99999999997635,563.9999999999873,52.000000000043656,36.999999999989086,67.00000000000728,263.99999999998727,78.99999999999636,125.99999999997635,35.00000000003638,123.00000000000182,80.99999999999454,86.00000000001273,65.99999999998545,40.99999999998545,176.00000000002183,40.99999999998545,159.00000000001455,27.99999999997453,0.0,51.99999999999818,113.00000000001091,36.999999999989086,1,EARLY_PROFIT,633.0000000000382
2025-11-05 14:00:00,SELL,17,350.71428571428874,-303.9999999999964,155.99999999999454,-102.99999999997452,315.0000000000091,260.99999999996726,182.99999999999272,51.00000000002183,-46.99999999997999,-223.00000000000185,10.999999999967258,287.99999999996544,24.000000000023647,168.0000000000291,153.99999999999636,50.99999999997635,34.999999999990905,61.999999999989086,223.00000000000185,86.00000000001273,315.99999999998545,23.00000000000182,76.00000000002183,258.9999999999691,86.00000000001273,39.00000000003274,172.00000000002547,13.999999999987269,121.00000000000364,56.00000000004002,40.99999999998545,57.99999999999272,48.00000000000182,138.99999999998727,53.00000000002001,255.0000000000182,3.999999999996362,26.99999999999818,13.999999999987269,76.00000000002183,71.99999999997999,1,EARLY_PROFIT,154.99999999997272
2025-11-05 14:10:00,SELL,13,318.42857142857457,-163.99999999998727,210.9999999999673,-303.9999999999964,155.99999999999454,-102.99999999997452,315.0000000000091,260.99999999996726,182.99999999999272,51.00000000002183,-46.99999999997999,150.0,25.0,98.00000000000182,215.99999999998545,0.0,15.000000000009097,287.99999999996544,24.000000000023647,168.0000000000291,153.99999999999636,50.99999999997635,34.999999999990905,61.999999999989086,223.00000000000185,86.00000000001273,315.99999999998545,23.00000000000182,76.00000000002183,258.9999999999691,86.00000000001273,39.00000000003274,172.00000000002547,13.999999999987269,121.00000000000364,56.00000000004002,40.99999999998545,57.99999999999272,48.00000000000182,138.99999999998727,53.00000000002001,1,EARLY_PROFIT,59.999999999990905
2025-11-05 14:35:00,SELL,16,325.42857142857144,-271.99999999998,-55.00000000001819,5.999999999994543,-40.000000000009095,349.00000000002365,-163.99999999998727,210.9999999999673,-303.9999999999964,155.99999999999454,-102.99999999997452,273.0000000000018,2.999999999974534,36.999999999989086,51.99999999999818,60.00000000003638,96.00000000000364,3.999999999996362,163.0000000000109,217.99999999998363,57.99999999999272,188.99999999998727,25.0,355.0000000000182,114.99999999996362,51.99999999999818,150.0,25.0,98.00000000000182,215.99999999998545,0.0,15.000000000009097,287.99999999996544,24.000000000023647,168.0000000000291,153.99999999999636,50.99999999997635,34.999999999990905,61.999999999989086,223.00000000000185,86.00000000001273,1,EARLY_PROFIT,205.99999999999454
2025-11-05 16:40:00,SELL,17,478.7142857142797,-554.9999999999727,-214.00000000003277,40.000000000009095,168.0000000000291,153.99999999999636,104.99999999997272,309.0000000000145,-76.99999999999818,115.0000000000091,-282.9999999999927,562.9999999999654,148.00000000000182,55.99999999999454,244.00000000000543,119.00000000000546,190.99999999998545,69.00000000000546,120.99999999995816,380.99999999999454,199.00000000002365,144.9999999999818,0.0,154.99999999997272,11.000000000012731,201.99999999999815,96.00000000000364,103.00000000002,105.99999999999454,309.9999999999909,131.9999999999709,57.00000000001637,71.00000000000364,148.99999999997817,238.99999999998727,121.99999999998,0.0,223.00000000000185,282.9999999999927,99.00000000002365,138.99999999998727,1,EARLY_PROFIT,521.99999999998
